Tester,HT_Status,Status_1,Status_2,Status_3,Status_4,Status_5,Status_6,Status_7,Status_8,Status_9,Status_10,Status_11,Status_12,Jam_1,Jam_2,Jam_3,Jam_4,Jam_5,Jam_6,Jam_7,Jam_8,Jam_9,Jam_10,Jam_11,Jam_12,Total_1,Total_2,Total_3,Total_4,Total_5,Total_6,Total_7,Total_8,Total_9,Total_10,Total_11,Total_12,Shuttle_Jam_1,Shuttle_Jam_2,Shuttle_Total_1,Shuttle_Total_2,AlarmMsg,Datetime
QAMT218,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,2,0,0,0,0,0,0,0,0,0,1739,1760,1613,1733,1708,1693,0,0,0,0,0,0,0,0,10242,10242,Empty 2 no tray,2024/09/06 00:00:57
QAMT218,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,2,0,0,0,0,0,0,0,0,0,1739,1760,1613,1733,1708,1693,0,0,0,0,0,0,0,0,10242,10242,Empty 2 no tray,2024/09/06 00:00:57
QAMT218,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,2,0,0,0,0,0,0,0,0,0,1739,1760,1613,1733,1708,1693,0,0,0,0,0,0,0,0,10242,10242,,2024/09/06 00:04:14
QAMT218,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,2,0,0,0,0,0,0,0,0,0,1739,1760,1613,1733,1708,1693,0,0,0,0,0,0,0,0,10242,10242,,2024/09/06 00:04:14
QAMT218,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,2,0,0,0,0,0,0,0,0,0,1739,1760,1613,1733,1708,1693,0,0,0,0,0,0,0,0,10242,10242,,2024/09/06 00:04:29
QAMT218,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,2,0,0,0,0,0,0,0,0,0,1739,1760,1613,1733,1708,1693,0,0,0,0,0,0,0,0,10242,10242,,2024/09/06 00:04:29
QAMT216,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,5,1,2,0,3,3,0,0,0,0,0,0,1311,1300,1318,1300,1288,1376,0,0,0,0,0,0,0,0,7891,7891,,2024/09/06 00:23:41
QAMT216,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,5,1,2,0,3,3,0,0,0,0,0,0,1311,1300,1318,1300,1288,1376,0,0,0,0,0,0,0,0,7891,7891,,2024/09/06 00:23:41
QAMT217,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,1,0,1,0,0,2,0,0,0,0,0,0,217,297,312,191,304,196,0,0,0,0,0,0,0,0,1554,1554,,2024/09/06 00:24:01
QAMT217,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,1,0,1,0,0,2,0,0,0,0,0,0,217,297,312,191,304,196,0,0,0,0,0,0,0,0,1554,1554,,2024/09/06 00:24:01
QAMT217,ALARM,1,1,1,1,1,A,N,N,N,N,N,N,1,0,1,0,0,2,0,0,0,0,0,0,257,352,360,247,363,200,0,0,0,0,0,0,1,0,1817,1817,TranArm To Shuttle L Kit 1 IC put error,2024/09/06 00:40:04
QAMT217,ALARM,1,1,1,1,1,A,N,N,N,N,N,N,1,0,1,0,0,2,0,0,0,0,0,0,257,352,360,247,363,200,0,0,0,0,0,0,1,0,1817,1817,TranArm To Shuttle L Kit 1 IC put error,2024/09/06 00:40:04
QAMT217,RUNNING,1,1,1,1,1,A,N,N,N,N,N,N,1,0,1,0,0,2,0,0,0,0,0,0,257,352,360,247,363,200,0,0,0,0,0,0,1,0,1817,1817,,2024/09/06 00:41:05
QAMT217,RUNNING,1,1,1,1,1,A,N,N,N,N,N,N,1,0,1,0,0,2,0,0,0,0,0,0,257,352,360,247,363,200,0,0,0,0,0,0,1,0,1817,1817,,2024/09/06 00:41:05
QAMT217,ALARM,1,1,1,1,1,A,N,N,N,N,N,N,1,1,1,0,0,2,0,0,0,0,0,0,258,352,360,248,363,200,0,0,0,0,0,0,1,0,1819,1819,No 2  Tester socket IC put jam,2024/09/06 00:41:11
QAMT217,ALARM,1,1,1,1,1,A,N,N,N,N,N,N,1,1,1,0,0,2,0,0,0,0,0,0,258,352,360,248,363,200,0,0,0,0,0,0,1,0,1819,1819,No 2  Tester socket IC put jam,2024/09/06 00:41:11
QAMT217,RUNNING,1,1,1,1,1,A,N,N,N,N,N,N,1,1,1,0,0,2,0,0,0,0,0,0,258,352,360,248,363,200,0,0,0,0,0,0,1,0,1819,1819,,2024/09/06 00:52:39
QAMT217,RUNNING,1,1,1,1,1,A,N,N,N,N,N,N,1,1,1,0,0,2,0,0,0,0,0,0,258,352,360,248,363,200,0,0,0,0,0,0,1,0,1819,1819,,2024/09/06 00:52:39
QAMT188,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,1,0,0,2,0,0,0,0,0,0,0,153,153,155,156,157,152,0,0,0,0,0,0,0,0,924,924,"Loader has not any tray,want to process  [CLEAN OUT] ?",2024/09/06 00:55:09
QAMT188,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,1,0,0,2,0,0,0,0,0,0,0,153,153,155,156,157,152,0,0,0,0,0,0,0,0,924,924,"Loader has not any tray,want to process  [CLEAN OUT] ?",2024/09/06 00:55:09
QAMT216,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,5,1,2,0,3,3,0,0,0,0,0,0,1332,1321,1339,1322,1310,1398,0,0,0,0,0,0,0,0,8021,8021,,2024/09/06 00:55:21
QAMT216,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,5,1,2,0,3,3,0,0,0,0,0,0,1332,1321,1339,1322,1310,1398,0,0,0,0,0,0,0,0,8021,8021,,2024/09/06 00:55:21
QAMT216,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,5,1,2,0,3,3,0,0,0,0,0,0,1332,1322,1339,1322,1310,1398,0,0,0,0,0,0,0,0,8021,8021,,2024/09/06 00:55:49
QAMT216,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,5,1,2,0,3,3,0,0,0,0,0,0,1332,1322,1339,1322,1310,1398,0,0,0,0,0,0,0,0,8021,8021,,2024/09/06 00:55:49
QAMT217,PAUSE,1,1,1,1,1,A,N,N,N,N,N,N,1,1,1,0,0,2,0,0,0,0,0,0,267,364,370,260,376,200,0,0,0,0,0,0,1,0,1873,1873,,2024/09/06 00:56:07
QAMT217,PAUSE,1,1,1,1,1,A,N,N,N,N,N,N,1,1,1,0,0,2,0,0,0,0,0,0,267,364,370,260,376,200,0,0,0,0,0,0,1,0,1873,1873,,2024/09/06 00:56:07
QAMT217,RUNNING,1,1,1,1,1,A,N,N,N,N,N,N,1,1,1,0,0,2,0,0,0,0,0,0,267,364,370,260,376,200,0,0,0,0,0,0,1,0,1873,1873,,2024/09/06 00:56:50
QAMT217,RUNNING,1,1,1,1,1,A,N,N,N,N,N,N,1,1,1,0,0,2,0,0,0,0,0,0,267,364,370,260,376,200,0,0,0,0,0,0,1,0,1873,1873,,2024/09/06 00:56:50
QAMT188,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,0,1,0,0,2,0,0,0,0,0,0,0,153,153,155,156,157,152,0,0,0,0,0,0,0,0,924,924,,2024/09/06 01:04:02
QAMT188,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,1,0,0,2,0,0,0,0,0,0,0,153,153,155,156,157,152,0,0,0,0,0,0,0,0,924,924,,2024/09/06 01:04:04
