Tester,HT_Status,Status_1,Status_2,Status_3,Status_4,Status_5,Status_6,Status_7,Status_8,Status_9,Status_10,Status_11,Status_12,Jam_1,Jam_2,Jam_3,Jam_4,Jam_5,Jam_6,Jam_7,Jam_8,Jam_9,Jam_10,Jam_11,Jam_12,Total_1,Total_2,Total_3,Total_4,Total_5,Total_6,Total_7,Total_8,Total_9,Total_10,Total_11,Total_12,Shuttle_Jam_1,Shuttle_Jam_2,Shuttle_Total_1,Shuttle_Total_2,AlarmMsg,Datetime
QAMT193,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,2,0,0,1,0,0,0,0,0,0,0,0,170,175,180,169,189,174,0,0,0,0,0,0,0,0,1055,1055,,2024/09/19 00:00:38
QAMT193,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,2,0,0,1,0,0,0,0,0,0,0,0,170,175,180,169,189,174,0,0,0,0,0,0,0,0,1055,1055,,2024/09/19 00:00:38
QAMT146,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,7,8,9,0,0,0,0,0,0,0,0,44,44,Load Lot Information for test mode Error!(MT3_RT2),2024/09/19 00:00:20
QAMT146,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,7,8,9,0,0,0,0,0,0,0,0,44,44,Load Lot Information for test mode Error!(MT3_RT2),2024/09/19 00:00:24
QAMT146,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,7,8,9,0,0,0,0,0,0,0,0,44,44,Load Lot Information for test mode Error!(MT3_RT2),2024/09/19 00:00:24
QAMT146,IDLE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:00:28
QAMT146,IDLE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:00:28
QAMT146,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,7,8,9,0,0,0,0,0,0,0,0,44,44,Load Lot Information for test mode Error!(MT3_RT2),2024/09/19 00:00:30
QAMT146,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,7,8,9,0,0,0,0,0,0,0,0,44,44,Load Lot Information for test mode Error!(MT3_RT2),2024/09/19 00:00:30
QAMT149,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,4,0,0,0,0,0,0,0,0,25,25,Empty 2 no tray,2024/09/19 00:00:56
QAMT219,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,2,0,0,0,0,0,0,0,0,0,0,0,16,84,84,18,105,87,0,0,0,0,0,0,0,0,501,501,,2024/09/19 00:01:05
QAMT219,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,2,0,0,0,0,0,0,0,0,0,0,0,16,84,84,18,105,87,0,0,0,0,0,0,0,0,501,501,,2024/09/19 00:01:05
QAMT149,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,4,0,0,0,0,0,0,0,0,25,25,,2024/09/19 00:01:09
QAMT149,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,4,0,0,0,0,0,0,0,0,25,25,,2024/09/19 00:01:09
QAMT149,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,4,0,0,0,0,0,0,0,0,25,25,,2024/09/19 00:01:23
QAMT149,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,6,4,0,0,0,0,0,0,0,0,25,25,,2024/09/19 00:01:23
QAMT146,IDLE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:01:01
QAMT146,IDLE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:01:01
QAMT146,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,7,8,9,0,0,0,0,0,0,0,0,44,44,Load Lot Information for test mode Error!(MT3_RT2),2024/09/19 00:01:05
QAMT146,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,7,8,9,0,0,0,0,0,0,0,0,44,44,Load Lot Information for test mode Error!(MT3_RT2),2024/09/19 00:01:05
QAMT146,IDLE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:01:11
QAMT146,IDLE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:01:11
QAMT146,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,7,8,9,0,0,0,0,0,0,0,0,44,44,Load Lot Information for test mode Error!(MT3_RT2),2024/09/19 00:01:14
QAMT146,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,7,8,9,0,0,0,0,0,0,0,0,44,44,Load Lot Information for test mode Error!(MT3_RT2),2024/09/19 00:01:14
QAMT212,IDLE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:01:23
QAMT212,IDLE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:01:23
QAMT212,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System Error--SysErr_SafeDoor the front side,2024/09/19 00:01:25
QAMT212,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,System Error--SysErr_SafeDoor the front side,2024/09/19 00:01:25
QAMT212,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:01:28
QAMT212,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:01:28
QAMT149,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,6,5,0,0,0,0,0,0,0,0,30,30, [CLEAN OUT] FINISH ,2024/09/19 00:02:16
QAMT149,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,6,5,0,0,0,0,0,0,0,0,30,30, [CLEAN OUT] FINISH ,2024/09/19 00:02:16
QAMT149,IDLE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:02:19
QAMT149,IDLE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:02:19
QAMT146,IDLE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:01:57
QAMT146,IDLE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:01:57
QAMT146,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Do loader tray will put to Empty2 by the RT Mode ?,2024/09/19 00:02:05
QAMT146,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Do loader tray will put to Empty2 by the RT Mode ?,2024/09/19 00:02:05
QAMT107,PAUSE,A,1,1,1,1,1,N,N,N,N,N,N,1,0,0,0,0,0,0,0,0,0,0,0,5,29,31,29,29,31,0,0,0,0,0,0,0,0,152,152,,2024/09/19 00:02:13
QAMT146,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:02:10
QAMT146,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:02:10
QAMT107,RUNNING,A,1,1,1,1,1,N,N,N,N,N,N,1,0,0,0,0,0,0,0,0,0,0,0,5,29,31,29,29,31,0,0,0,0,0,0,0,0,152,152,,2024/09/19 00:02:18
QAMT146,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:02:36
QAMT146,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:02:36
QAMT212,IDLE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:02:49
QAMT212,IDLE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:02:49
QAMT170,RUNNING,M,M,M,1,1,1,N,N,N,N,N,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,21,24,0,0,0,0,0,0,0,0,55,55,,2024/09/19 00:03:34
QAMT170,PAUSE,M,M,M,1,1,1,N,N,N,N,N,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,22,25,0,0,0,0,0,0,0,0,55,55,,2024/09/19 00:03:36
QAMT170,RUNNING,M,M,M,1,1,1,N,N,N,N,N,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,22,25,0,0,0,0,0,0,0,0,55,55,,2024/09/19 00:03:36
QAMT170,RUNNING,M,M,M,1,1,1,N,N,N,N,N,N,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,22,25,0,0,0,0,0,0,0,0,55,55,,2024/09/19 00:03:36
QAMT146,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TranArmSuck2--Vacuum Can On Jam,2024/09/19 00:03:23
QAMT146,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TranArmSuck2--Vacuum Can On Jam,2024/09/19 00:03:23
QAMT146,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:03:35
QAMT146,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:03:35
QAMT201,IDLE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/18 23:03:58
QAMT146,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024/09/19 00:03:35
