Tester,HT_Status,Status_1,Status_2,Status_3,Status_4,Status_5,Status_6,Status_7,Status_8,Status_9,Status_10,Status_11,Status_12,Jam_1,Jam_2,Jam_3,Jam_4,Jam_5,Jam_6,Jam_7,Jam_8,Jam_9,Jam_10,Jam_11,Jam_12,Total_1,Total_2,Total_3,Total_4,Total_5,Total_6,Total_7,Total_8,Total_9,Total_10,Total_11,Total_12,Shuttle_Jam_1,Shuttle_Jam_2,Shuttle_Total_1,Shuttle_Total_2,AlarmMsg,Datetime
QAMT188,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,0,5,0,1,0,0,0,0,0,0,0,0,1096,688,1109,1125,1130,1110,0,0,0,0,0,0,0,0,6257,6257,,2024/09/11 00:00:02
QAMT188,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,0,5,0,1,0,0,0,0,0,0,0,0,1096,688,1109,1125,1130,1110,0,0,0,0,0,0,0,0,6257,6257,,2024/09/11 00:00:02
QAMT154,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,2,0,0,0,0,0,0,12,12,12,12,13,12,0,0,0,0,0,0,0,0,72,72,No 6  Tester socket IC put jam,2024/09/11 00:00:09
QAMT154,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,2,0,0,0,0,0,0,12,12,12,12,13,12,0,0,0,0,0,0,0,0,72,72,No 6  Tester socket IC put jam,2024/09/11 00:00:09
QAMT188,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,5,0,1,0,0,0,0,0,0,0,0,1096,688,1109,1125,1130,1110,0,0,0,0,0,0,0,0,6257,6257,,2024/09/11 00:00:38
QAMT188,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,5,0,1,0,0,0,0,0,0,0,0,1096,688,1109,1125,1130,1110,0,0,0,0,0,0,0,0,6257,6257,,2024/09/11 00:00:38
QAMT124,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,147,6,146,128,139,136,0,0,0,0,0,0,0,0,782,782,,2024/09/11 00:01:20
QAMT124,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,147,6,146,128,139,136,0,0,0,0,0,0,0,0,782,782,,2024/09/11 00:01:20
QAMT154,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,2,0,0,0,0,0,0,12,12,12,12,13,12,0,0,0,0,0,0,0,0,72,72,,2024/09/11 00:00:49
QAMT154,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,2,0,0,0,0,0,0,12,12,12,12,13,12,0,0,0,0,0,0,0,0,72,72,,2024/09/11 00:00:49
QAMT124,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,147,6,147,129,140,137,0,0,0,0,0,0,0,0,783,783,,2024/09/11 00:01:26
QAMT124,RUNNING,1,M,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,147,6,147,129,140,137,0,0,0,0,0,0,0,0,783,783,,2024/09/11 00:01:28
QAMT124,RUNNING,1,M,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,147,6,147,129,140,137,0,0,0,0,0,0,0,0,783,783,,2024/09/11 00:01:28
QAMT154,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,2,0,0,0,0,0,0,12,12,12,12,13,12,0,0,0,0,0,0,0,0,72,72,,2024/09/11 00:00:57
QAMT154,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,2,0,0,0,0,0,0,12,12,12,12,13,12,0,0,0,0,0,0,0,0,72,72,,2024/09/11 00:00:57
QAMT124,PAUSE,1,M,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,147,7,147,129,140,137,0,0,0,0,0,0,0,0,787,787,,2024/09/11 00:01:57
QAMT124,PAUSE,1,M,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,147,7,147,129,140,137,0,0,0,0,0,0,0,0,787,787,,2024/09/11 00:01:57
QAMT124,RUNNING,1,M,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,147,7,147,129,140,137,0,0,0,0,0,0,0,0,787,787,,2024/09/11 00:02:40
QAMT124,RUNNING,1,M,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,147,7,147,129,140,137,0,0,0,0,0,0,0,0,787,787,,2024/09/11 00:02:40
QAMT125,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,121,122,122,127,123,128,0,0,0,0,0,0,0,0,742,742,,2024/09/11 00:03:33
QAMT125,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,121,122,122,127,123,128,0,0,0,0,0,0,0,0,742,742,,2024/09/11 00:03:33
QAMT124,PAUSE,1,M,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,148,7,148,129,141,138,0,0,0,0,0,0,0,0,792,792,,2024/09/11 00:03:24
QAMT124,PAUSE,1,M,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,148,7,148,129,141,138,0,0,0,0,0,0,0,0,792,792,,2024/09/11 00:03:24
QAMT125,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,121,122,122,127,123,128,0,0,0,0,0,0,0,0,742,742,System Error--SysErr_SafeDoor the front side,2024/09/11 00:04:04
QAMT125,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,121,122,122,127,123,128,0,0,0,0,0,0,0,0,742,742,,2024/09/11 00:04:05
QAMT125,PAUSE,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,121,122,122,127,123,128,0,0,0,0,0,0,0,0,742,742,,2024/09/11 00:04:05
QAMT125,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,121,122,122,127,123,128,0,0,0,0,0,0,0,0,742,742,,2024/09/11 00:04:08
QAMT125,RUNNING,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,121,122,122,127,123,128,0,0,0,0,0,0,0,0,742,742,,2024/09/11 00:04:08
QAMT124,RUNNING,1,M,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,148,7,148,129,141,138,0,0,0,0,0,0,0,0,792,792,,2024/09/11 00:03:34
QAMT124,RUNNING,1,M,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,148,7,148,129,141,138,0,0,0,0,0,0,0,0,792,792,,2024/09/11 00:03:34
QAMT125,ALARM,1,1,1,1,1,1,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0,0,0,121,123,122,127,123,128,0,0,0,0,0,0,0,0,743,743,Detect Loader status change !Pick from start of tray?,2024/09/11 00:04:26
