current_time,Ndate,Sdate,Shift,customer,tester,status,step,maxsites,runsiteqty,device,family,SE,Class,RowID
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT32,SETUPW,EQC       ,6,0,MS7250Z1U/N3ACC20-L,MS7250,None,B,9755421
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,ARHT,QAMT33,RUN,MT        ,6,6,MT5711CNOT/DAACB20-H,5711,None,B,9755422
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT34,DOWN,MT        ,6,0,MT9618GABT/ABZAHHB-P-H,5879,None,B,9755423
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,NVO,QAMT35,RUN,RT1       ,6,6,NUC1262YE4AE,nan,None,B,9755424
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT36,RUN,MT        ,6,6,MT9270DABJ/ABZBCA343434-MA2-H,5889,None,B,9755425
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT37,RUN,MT        ,6,6,MT9270DABJ/ABZBCA343434-MA2-H,5889,None,B,9755426
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,XSG,QAMT38,RUNP,MT        ,6,5,SSC377D,nan,None,B,9755427
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT39,RUN,MT        ,6,6,MT9685IAAT/ACZAHHD050505-P05-H,5871,None,B,9755428
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT40,RUN,MT        ,6,6,MT9611IAAT/KBZAHHD050505-P05-H,5871,None,B,9755429
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,ARHT,QAMT41,SETUPW_L,RT5       ,6,0,MS7245PE2U/70AZAA20-L,MS7245,None,B,9755430
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MSL,QAMT42,RUNR,MT        ,6,0,MT9255BADN/BAZBXDA2020-L,5862,郭弘楨,B,9755431
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT43,RUN,RT1       ,6,6,MT5583GAAT/ABZAHIA2020-H,5870,None,B,9755432
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MSL,QAMT44,RUN,MT        ,6,6,MT9269AAAN/AAZBXDA20-L,5862,None,B,9755433
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MSL,QAMT45,RUN,MT        ,6,6,MT9255BADN/BAZBXDA2020-L,5862,None,B,9755434
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT46,RUN,MT        ,6,6,MT9010PBAT/BBZBHHA202020-H,5870,None,B,9755435
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT47,RUNR,MT        ,6,0,MT9010PBAT/BBZBHHA202020-H,5870,李恩誌,B,9755436
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT48,RUNP,MT        ,6,5,MT9011OSAT/CBZCCA34-H,5867,None,B,9755437
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,NVT,QAMT49,IDLE_L,RT1       ,6,0,NT68293XUMFG/EABBACU,nan,None,B,9755438
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,NVT,QAMT50,RUN,MT        ,6,6,SV72193BG/ABACU-V,nan,None,B,9755439
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,NVT,QAMT51,RUN,MT        ,6,6,NT68874AUMFG/BABAACU,nan,None,B,9755440
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MSL,QAMT52,RUN,MT        ,6,6,MT9255BCAN/AAZBXDA2020-L,5862,None,B,9755441
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT53,RUN,MT        ,6,6,MS7250Z1A/E3ACC2020-H,MS7250,None,B,9755442
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT54,ENG_L,MT        ,6,0,MT9633GAAT/ABZACC-H,5873,None,B,9755443
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,SUN,QAMT55,IDLE_L,EQC       ,6,0,QFF635A-N-JLXF2,nan,None,B,9755444
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MSL,QAMT56,RUN,MT        ,6,6,MT9269AAAN/AAZBXDA20-L,5862,None,B,9755445
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT57,IDLE_L,MT        ,6,0,MT9900AAAQ/RCZBMB-H,5895,None,B,9755446
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT58,RUN,MT        ,6,6,MT9603EAAT/BAZACC3434-H,5873,None,B,9755447
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,NVT,QAMT59,RUN,MT        ,6,6,NT68873AUMFG/BABAACU,nan,None,B,9755448
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT60,IDLE_L,RT1       ,6,0,MT9900AAAQ/RCZBMB-H,5895,None,B,9755449
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT61,RUN,MT        ,6,6,MT9216AAAT/FBZACC2020-H,5867,None,B,9755450
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT62,RUN,MT        ,6,6,MT9216AAAT/FBZACC2020-H,5867,None,B,9755451
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT63,RUN,MT        ,6,6,MT9011BWAT/BBZACC2020-H,5867,None,B,9755452
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT64,RUN,MT        ,6,6,MT9011BWAT/BBZACC2020-H,5867,None,B,9755453
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT65,RUN,MT        ,6,6,MT9618BAAT/ABZAHHB-H,5879,None,B,9755454
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT66,RUN,MT        ,6,6,MT5586EAAT/AAZACC3434-H,5873,None,B,9755455
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,ETR,QAMT67,RUN,MT        ,6,6,EM73D044VCR-H,nan,None,B,9755456
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,HIM,QAMT68,IDLE_L,MT        ,6,0,F8890J00DDGG000,nan,None,B,9755457
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT69,ENG_L,MT        ,6,0,MT5877AYYT/YYZAMB343434-E34TTBZA-H,5877,None,B,9755458
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,ARHT,QAMT70,IDLE_L,EQC       ,6,0,None,nan,None,B,9755459
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT71,IDLE_L,MT        ,6,0,MT9011CSAT/BBZACC3434-H,5867,None,B,9755460
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT72,IDLE_L,MT        ,6,0,MT9011CSAT/BBZACC3434-H,5867,None,B,9755461
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MSL,QAMT73,RUN,MT        ,6,6,MT6878V/ZAHJB-H,6878,None,B,9755462
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MSL,QAMT74,RUN,MT        ,6,6,MT9255BCAN/AAZBXDA2020-L,5862,None,B,9755463
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT75,RUN,MT2       ,6,6,MT9369DNW/OLAHHA-H,9369,None,B,9755464
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MSL,QAMT76,RUN,MT        ,6,6,MT6878V/ZAHJB-H,6878,None,B,9755465
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MSL,QAMT77,RUN,MT        ,6,6,MT6878V/ZAHJB-H,6878,None,B,9755466
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MSL,QAMT78,SETUP,MT        ,6,0,型號6855,nan,黃紀群,B,9755467
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MST,QAMT79,SETUPW_L,MT        ,6,0,MSL MT6855,nan,None,B,9755468
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT80,ENG_L,MT        ,6,0,MT9801BEQT/BDZAHHC2020-H,9810,None,B,9755469
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,NVT,QAMT81,RUN,MT        ,6,6,NC68830UFG/CBBCU,nan,None,B,9755470
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,NVT,QAMT82,RUN,MT        ,6,6,SV72193BG/ABACU-V,nan,None,B,9755471
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,NVT,QAMT83,RUNR,MT2       ,6,0,SV72203TBG/WABAACU,nan,黃紹檳,B,9755472
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,NVT,QAMT84,RUN,MT        ,6,6,SV72187BG-8K/BBACU-V,nan,None,B,9755473
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,NVT,QAMT85,RUN,RT1       ,6,6,NT72335PG-VA/AAA,nan,None,B,9755474
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT86,ENG_L,MT2       ,6,0,MT5877BYYT/YYZAMB-ETTEZA-H,5877,None,B,9755475
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MSL,QAMT87,SETUPW_L,MT2       ,6,0,型號6855,nan,None,B,9755476
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT88,IDLE,MT        ,6,0,None,nan,None,B,9755477
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT89,ENG_L,MT2       ,6,0,MT9655BAAT/ACZBMB-ETTTTY-H,5877,None,B,9755478
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MSL,QAMT90,RUNR,RT1       ,6,0,MT6878V/ZAHJB-H,6878,詹博閔,B,9755479
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT91,IDLE_L,MT        ,6,0,None,nan,None,B,9755480
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT92,IDLE_L,MT2       ,6,0,MT9016CWAT/ABZACC3434-H,5873,None,B,9755481
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,NVT,QAMT93,RUN,MT        ,6,6,NT72690TBG-8C4K/WBBAACU,nan,None,B,9755482
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,NVT,QAMT94,RUN,MT2       ,6,6,SV72203TBG/WABAACU,nan,None,B,9755483
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,NVT,QAMT95,RUN,MT        ,6,6,SV72203TBG/WABAACU,nan,None,B,9755484
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,ARHT,QAMT96,RUN,MT        ,6,6,MT5711CNOT/DAACB20-H,5711,None,B,9755485
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT97,RUNR,MT        ,6,0,MT9010PBAT/BBZBHHA202020-H,5870,林佳生,B,9755486
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MSL,QAMT98,RUN,MT        ,6,6,MT9269AAAN/AAZBXDA20-L,5862,None,B,9755487
2024/08/15 08:50:03,2024/8/15,2024/8/15,day,MTK,QAMT99,IDLE_L,MT        ,6,0,MT9603EDAT/HCZACC3434-H,5873,None,B,9755488
