current_time	Ndate	Sdate	Shift	customer	tester	status	step	maxsites	runsiteqty	device	family	SE	Class
2024/9/21 03:55	2024/9/21	2024/9/20	night	XSG	QAMT116	RUN	MT        	6	6	SAC8542	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT117	IDLE_L	MT        	6	0	SV72201PG/BAB-V	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	MTK	QAMT118	RUN	RT1       	6	6	MT9288GAAT/BBZAHHD2020-H	5870	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT119	RUN	MT        	6	6	SV72203TBG/WABAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	MTK	QAMT12	RUN	RT1       	6	6	MT9617KAAT/ECZBCB3434-H	5889	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	XSG	QAMT120	RUN	MT        	6	6	SSC8826Q	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	XSG	QAMT121	IDLE_L	RT1       	6	0	SAC8542	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT122	IDLE_L	RT1       	6	0	NT72690TBG-8C4K/WBBAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT123	RUN	MT2       	6	6	SV72203TBG/WABAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT124	IDLE_L	EQC2      	6	0	SV72187BG-8K/BBACU-V	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT125	RUN	MT        	6	6	NT72676BG-WA/BABCU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT126	DOWN	MT        	6	0	NT68103UQG/BABCU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT127	RUN	MT        	6	6	SV72203TBG/WABAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT128	IDLE	RT2       	6	0	SV72203TBG/WABAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT129	REPAIR	EQC       	6	0	NT68581UPG/DAD	nan	蕭嘉正	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	MTK	QAMT13	IDLE_L	RT1       	6	0	MX3067J/D0ZAHHA202020-H	MX3067	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT130	RUN	MT3       	6	6	SV72203TBG/WABAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT131	RUN	MT        	6	6	NT68872UFG/CBACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT132	IDLE_L	RT2       	6	0	SV72187BG-8K/BBACU-V	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	ARHT	QAMT133	RUNR	MT        	6	0	AN7583DT/ACA-PCU-H	nan	張智宇	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT134	RUNP	MT        	6	6	SV72203TBG/WABAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT135	ENG	MT        	6	0	SV72203TBG/WABAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT136	RUN	MT        	6	6	NC98529BG/AAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT137	IDLE_L	RT1       	6	0	NT72690TBG-8C2K/WBBAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT138	IDLE_L	MT3       	6	0	SV72203TBG/WABAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	XSG	QAMT139	RUN	MT        	6	6	SSR910Q	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	MTK	QAMT14	IDLE_L	MT2       	6	0	MT9617OAAT/ACZBCB3434-H	5889	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT140	IDLE_L	RT2       	6	0	SV72203TBG/WABAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	XSG	QAMT141	RUN	RT1       	6	6	SSR921G	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT142	RUN	RT1       	6	6	NT72335PG-VA/AAA	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT143	RUN	MT        	6	6	SV72203TBG/WABAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT144	RUNP	RT1       	6	4	NT72690TBG-8C2K/WBBAACUFQ	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT145	RUN	MT        	6	6	SV72221BG-27/AABCUB1	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT146	RUN	MT3       	6	6	SV72203TBG/WABAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT147	IDLE_L	RT1       	6	0	SV72203TBG/WABAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT148	RUN	MT        	6	6	SV72203TBG/WABAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT149	DOWN	MT2       	6	0	NT72676BG-WA/BABCU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	MTK	QAMT15	IDLE_L	MT2       	6	0	MT9000AAAT/ADZBHHB343434-CSM34NB-H	5876	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	MTK	QAMT150	IDLE_L	MT        	6	0	MT9016OAAT/ABZACC3434-H	5873	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	MTK	QAMT151	RUN	MT        	6	6	MT9603EAAT/BAZACC3434-H	5873	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT152	RUN	MT        	6	6	NT68107UFG/BABCU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	HIM	QAMT153	RUN	MT        	6	6	F6330A00DLCG006	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	MTK	QAMT154	IDLE_L	RT3       	6	0	MT5695SAAJ/AAZBHHC3434-H	5888	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	MTK	QAMT155	RUN	RT1       	6	6	MT9685MAAT/ACZAHHD202020-P20-H	5871	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	MTK	QAMT156	IDLE_L	MT        	6	0	MT9016OAAT/ABZACC3434-H	5873	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	MTK	QAMT157	RUN	MT        	6	6	MT9603EAAT/BAZACC3434-H	5873	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT158	RUN	MT2       	6	6	SV72203TBG/WABAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT159	RUN	EQC       	6	6	NT72690TBG-8C2K/WBBAACUFQ	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	MTK	QAMT16	RUNP	MT        	6	5	MT9221AAAT/CBZBCA2020-H	5867	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT160	RUN	MT2       	6	6	SV72203TBG/WABAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT161	REPAIR	MT        	6	0	NT68874AUMFG/BABAACU	nan	利奧(Leo)	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT162	IDLE_L	RT2       	6	0	NT98568MQG-C/AAACACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	MTK	QAMT163	IDLE_L	MT2       	6	0	MT9270DABJ/ABZBCA343434-MA2-H	5889	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	MTK	QAMT164	IDLE_L	EQC       	6	0	MT9011OSAT/CBZCCA34-H	5867	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	MTK	QAMT165	IDLE_L	MT        	6	0	None	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT166	RUN	MT        	6	6	NT72690TBG-8C2K/WBBAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT167	IDLE_L	MT        	6	0	NT98631BG/CACCU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT168	RUN	MT3       	6	6	SV72203TBG/WABAACU	nan	None	B
2024/9/21 03:55	2024/9/21	2024/9/20	night	NVT	QAMT169	IDLE_L	MT2       	6	0	SV72201PG/BAB-V	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT17	RUN	MT        	6	6	MT9221AAAT/CBZBCA2020-H	5867	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVT	QAMT170	RUN	EQC2      	6	6	NT72671DBG-D/AAACU-V	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVT	QAMT171	REPAIR	MT2       	6	0	NT72335PG-D1/AAA	nan	利奧(Leo)	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT172	RUN	MT        	6	6	MT9653BAKT/ABZAHHB-P-H	5879	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT173	RUN	MT        	6	6	MT9655BABT/DCZBMB-H	5877	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVT	QAMT174	RUN	MT2       	6	6	NT72327PG/AAA	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT175	RUN	RT3       	6	6	MT9022KAAT/ABZBCB3434-PVID-H	5889	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT176	RUN	MT        	6	6	MT5586EAAT/AAZACC3434-H	5873	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVT	QAMT177	RUN	MT        	6	6	NT96670BG/BABCU	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVT	QAMT178	RUN	MT        	6	6	SV68811UMFG/CBBAACUN	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVT	QAMT179	RUN	MT2       	6	6	NT72335PG-D1/AAA	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT18	RUNP	MT        	6	5	MT9629IAAT/DCZAHHD050505-P05-H	5871	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MSL	QAMT180	RUN	MT        	6	6	MT6878V/ZAHJB-H	6878	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MSL	QAMT181	RUN	MT        	6	6	MT6878V/ZAHJB-H	6878	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MSL	QAMT182	RUNP	MT        	6	5	MT6878V/ZAHJB-H	6878	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MSL	QAMT183	DOWN	EQC       	6	0	MT6878V/ZAHJB-H	6878	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MSL	QAMT184	RUNP	MT        	6	5	MT6878V/ZAHJB-H	6878	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MSL	QAMT185	IDLE_L	RT1       	6	0	MT6855V/ATZAHHB-PS-H	6855	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MSL	QAMT186	IDLE_L	MT        	6	0	MT6855V/ATZAHHB-PS-H	6855	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MSL	QAMT187	ENG_L	MT        	6	0	型號 6855	6855	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	ARHT	QAMT188	RUN	MT        	6	6	MT5711CNAT/IAACB20-H	5711	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	ARHT	QAMT189	RUN	MT        	6	6	AN7583CT/ACA-CFLPCU-H	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT19	RUNP	MT        	6	4	MT9221AAAT/CBZBCA2020-H	5867	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT190	RUN	MT        	6	6	MT9603EAAT/ACZACC3434-H	5873	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT191	RUN	RT1       	6	6	MT9256LAAT/DBZACC3434-H	5867	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT192	RUN	RT1       	6	6	None	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT193	IDLE_L	MT2       	6	0	MT9687BSMT/BCZAHHC3434-CSY-H	5876	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT194	RUN	EQC       	6	6	MT9649BAAT/BBZAHHB-H	5879	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	ARHT	QAMT195	IDLE_L	MT        	6	0	MT5751ANMJ/IBZAHHD-H	5751	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT196	RUN	MT        	6	6	MT9667DAAJ/ABZBCA343434-H	5889	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT197	RUN	MT        	6	6	MT9603EAAT/BAZACC3434-H	5873	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT198	RUN	MT        	6	6	MT9603EAAT/ACZACC3434-H	5873	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT199	RUN	MT        	6	6	MT9687BSMT/BCZAHHC3434-CSY-H	5876	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVO	QAMT20	RUN	MT        	6	6	NUC1262YE4AE	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	HIM	QAMT200	RUN	MT        	6	6	F8876N00DDDG000	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVT	QAMT201	RUN	MT2       	6	6	NC98529BG/AAACU	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVT	QAMT202	RUN	MT2       	6	6	NT72327PG/AAA	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	XSG	QAMT203	RUN	MT        	6	6	SSC308DE	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVT	QAMT204	IDLE_L	MT2       	6	0	SV72221BG-27/AABCUB1	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVT	QAMT205	RUN	RT3       	6	6	NT72690TBG-8C2K/WBBAACUFQ	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	ETR	QAMT206	IDLE_L	RT1       	6	0	EM78F044VCA-EH	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVT	QAMT207	RUN	MT2       	6	6	NT72327PG/AAA	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT208	IDLE_L	EQC2      	6	0	MT9270DABJ/ABZBCA343434-MA2-H	5889	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT209	IDLE_L	MT2       	6	0	MT9270DABJ/ABZBCA343434-MA2-H	5889	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT21	IDLE_L	RT2       	6	0	MT9632EAAT/DBZAHHD202020-H	5870	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT210	RUN	MT        	6	6	MT9288GAAT/BBZAHIA2020-H	5870	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	ARHT	QAMT211	RUN	MT        	6	6	MT5751YAZJ/ZEZAHHD-H	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	ARHT	QAMT212	RUN	MT-1      	6	6	MT5751ANMJ/IBZAHHD-H	5751	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT213	RUN	RT1       	6	6	MT9701KSMU/AGAHHB05-L	9701	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	NVT	QAMT214	RUNP	EQC2      	6	5	NT72335PG-VB/AAA	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT215	IDLE_L	MT        	6	0	MT9603EAAT/ACZACC3434-H	5873	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT216	RUNP	MT        	6	5	MT9676GAAT/BCZACC-H	5873	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT217	IDLE_L	MT        	6	0	MT9800SWPT/DGZACD20-P-H	9800	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT218	REPAIR	EQC       	6	0	None	nan	劉宗翰	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	XST	QAMT219	RUN	MT        	6	6	SSR931G	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT22	RUNR	MT        	6	0	MS72490HDA/BKZAHHA2020-H	MS7249	宏兒文(Arvin)	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	MTK	QAMT220	DOWN	RT1       	6	0	MT9033BAAJ/BCZBCB343434-CLG34-H	5889	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	XSG	QAMT221	IDLE_L	MT        	6	0	None	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	HIM	QAMT222	RUNR	MT        	6	0	F6330A00DLCG006	nan	馬克(Mark)	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	HIM	QAMT223	SETUPW	EQC       	6	0	F6522C00TBAG006	nan	None	B
2024/9/21 04:00	2024/9/21	2024/9/20	night	JMT	QAMT224	IDLE_L	MT        	6	0	JR0586A0-QHAC	nan	None	B
