current_time,Ndate,Sdate,Shift,customer,tester,status,step,maxsites,runsiteqty,device,family,SE,Class,RowID
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT162,RUNR,RT1       ,6,0,NC98529BG/AAACU,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT163,RUNR,EQC       ,6,0,MT9270DAAJ/ABZBCA343434-MA2-H,5889,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT164,IDLE_L,RT2       ,6,0,MTK MT2,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT165,ENG_L,MT        ,6,0,NC96687TBG/BABAABACUE,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT166,RUN,MT        ,6,6,NT72690TBG-8Z2K/SABAACU,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT167,RUN,RT1       ,6,6,NT72327PG/AAA,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT168,RUN,MT3       ,6,6,SV72203TBG/WABAACU,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT169,IDLE_L,RT2       ,6,0,None,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT17,RUN,MT        ,6,6,MT9011CEAT/BBZACC2020-H,5867,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT170,RUN,MT3       ,6,6,SV72203TBG/WABAACU,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT171,RUN,MT        ,6,6,NT68831UMFG/EBDAACUN,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT172,RUNP,MT        ,6,5,MT9618GABT/ABZAHHB-P-H,5879,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT173,RUN,MT        ,6,6,MT9603BAAT/ACZACC3434-H,5873,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT174,RUN,MT        ,6,6,MT9653BACT/ABZAHHB-H,5879,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT175,RUN,MT        ,6,6,MT9617OABT/ACZBCB3434-H,5889,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT176,RUN,MT        ,6,6,MT9611IAAT/IBZAHHD050505-P05-H,5871,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT177,RUN,MT2       ,6,6,NC98529BG/AAACU,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT178,RUN,MT        ,6,6,NT68811UMFG/CBBAACUN,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT179,ENG,MT        ,6,0,NT96670BG/BABCU,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT18,RUN,RT1       ,6,6,MT9612IAAT/PBZAHHD050505-P05-H,5871,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MSL,QAMT180,RUN,MT        ,6,6,MT6878V/ZAHJB-H,6878,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MSL,QAMT181,RUN,MT        ,6,6,MT6878V/ZAHJB-H,6878,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MSL,QAMT182,RUN,MT        ,6,6,MT6878V/FZAHJB-H,6878,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MSL,QAMT183,RUN,MT        ,6,6,MT6878V/ZAHJB-H,6878,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MSL,QAMT184,RUN,MT-1      ,6,6,MT6878V/FZAHJB-H,6878,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT185,IDLE_L,MT        ,6,0,None,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT186,RUN,MT        ,6,6,MT9618GAAT/ABZAHHB-H,5879,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT187,IDLE_L,RT1       ,6,0,MT9633GAAT/ABZACC-H,5873,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MSL,QAMT188,RUN,RT1       ,6,6,MT9255BCAN/AAZBXDA2020-L,5862,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT189,RUN,MT        ,6,6,MT9603BAAT/ACZACC3434-H,5873,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT19,RUNP,MT        ,6,4,MT9011CEAT/BBZACC2020-H,5867,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT190,RUN,MT        ,6,6,MT9603EAAT/ACZACC3434-H,5873,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT191,RUN,MT        ,6,6,MT9216AAAT/XBZACC2020-H,5867,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT192,RUNP,RT2       ,6,1,MT5838AAAQ/ECZAHIE-CSY-H,5897,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT193,RUN,RT1       ,6,6,MT9687BPVT/ADZBHHB3434-H,5876,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT194,RUN,MT        ,6,6,MT9618GABT/ABZAHHB-P-H,5879,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT195,RUN,MT        ,6,6,MT9618GABT/ABZAHHB-P-H,5879,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT196,RUN,MT        ,6,6,MT9270DAAJ/ABZBCA343434-MA2-H,5889,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MSL,QAMT197,RUNP,MT        ,6,5,MT9255BCAN/AAZBXDA2020-L,5862,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT198,IDLE_L,RT1       ,6,0,MT5751ANMJ/IBZAHHD-H,5751,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT199,IDLE_L,EQC       ,6,0,None,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT20,RUN,MT        ,6,6,MS7232SWU/2JAZAA20-L,MS7232,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT200,IDLE_L,MT        ,6,0,MT9687BPVT/ADZBHHB3434-H,5876,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT201,RUN,MT2       ,6,6,NT72335PG-VA/AAA,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT202,SETUP,MT        ,6,0,NT96671MQG/BABBACU,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT203,RUN,MT        ,6,6,NT72690TBG-8C4K/WBBAACU,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT204,RUN,MT        ,6,6,SV72175MBG/UACAACU,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT205,RUN,MT        ,6,6,NT72690TBG-8C2K/WBBAACU,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT206,DOWN,RT1       ,6,0,None,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,NVT,QAMT207,IDLE_L,RT1       ,6,0,NT98692PG/AAA,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT208,RUN,MT-1      ,6,6,MT9667DAAJ/ABZBCA343434-H,5889,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT209,SETUPW_L,RT3       ,6,0,MTK MT2,,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT21,RUNP,MT        ,6,5,MT9632EAAT/DBZAHIA202020-H,5870,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT210,RUN,RT1       ,6,6,MS7250BKBI/G2ACC2020-H,MS7250,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT211,DOWN,EQC       ,6,0,MT9685IAAT/JCZAHHD050505-P05-H,5871,,,
2024/5/27 18:50:06,2024/5/27,2024/5/27,day,MTK,QAMT212,RUN,MT        ,6,6,MT9020IABT/BAZAHHD202020-P20-H,5871,,,
